X,Y,X,Y,X,Y,X,Y
2581.098,1758,2580.739,699,2580.739,11285,2581.308,3689
2582.631,1785,2582.272,706,2582.272,11321,2582.841,3514
2584.164,1940,2583.804,734,2583.804,11467,2584.374,3624
2585.695,1796,2585.337,723,2585.337,11199,2585.906,3665
2587.227,1869,2586.868,769,2586.868,11246,2587.438,3337
2588.758,1977,2588.4,671,2588.4,11387,2588.969,3656
2590.288,1946,2589.93,760,2589.93,11802,2590.5,3606
2591.818,2036,2591.461,751,2591.461,11345,2592.03,3486
2593.348,1820,2592.99,760,2592.99,11692,2593.56,3388
2594.877,2056,2594.52,720,2594.52,11679,2595.089,3831
2596.405,1983,2596.049,770,2596.049,11322,2596.618,3619
2597.933,1921,2597.577,782,2597.577,11166,2598.147,3371
2599.461,1926,2599.105,791,2599.105,11404,2599.674,3615
2600.988,1952,2600.633,809,2600.633,11615,2601.202,3627
2602.515,1830,2602.16,868,2602.16,11741,2602.729,3677
2604.041,1992,2603.686,865,2603.686,11194,2604.256,3761
2605.567,2101,2605.212,883,2605.212,11330,2605.782,3862
2607.092,2002,2606.738,944,2606.738,12232,2607.307,3575
2608.617,2032,2608.263,880,2608.263,11774,2608.832,3642
2610.141,2041,2609.788,896,2609.788,11887,2610.357,3643
2611.665,2066,2611.312,876,2611.312,12070,2611.881,3581
2613.188,2092,2612.835,855,2612.835,11889,2613.405,3507
2614.711,2178,2614.359,1002,2614.359,11640,2614.928,3723
2616.234,2222,2615.881,1020,2615.881,11832,2616.451,3646
2617.756,2046,2617.404,1031,2617.404,12141,2617.973,3460
2619.277,2086,2618.926,901,2618.926,11783,2619.495,3615
2620.798,1983,2620.447,987,2620.447,11848,2621.017,3663
2622.319,2233,2621.968,1001,2621.968,12176,2622.538,3974
2623.839,2249,2623.488,1028,2623.488,11670,2624.058,3746
2625.358,2158,2625.008,1085,2625.008,11746,2625.578,3608
2626.878,2186,2626.528,1071,2626.528,11835,2627.098,3793
2628.396,2205,2628.047,1180,2628.047,11868,2628.617,3840
2629.914,2184,2629.565,1211,2629.565,12014,2630.135,3837
2631.432,2160,2631.083,1290,2631.083,12091,2631.654,3676
2632.95,2069,2632.601,1225,2632.601,12192,2633.171,3536
2634.466,2323,2634.118,1286,2634.118,11922,2634.688,3666
2635.983,2252,2635.634,1365,2635.634,12062,2636.205,3952
2637.499,2200,2637.151,1378,2637.151,11864,2637.721,3635
2639.014,2372,2638.666,1233,2638.666,12339,2639.237,3972
2640.529,2412,2640.182,1476,2640.182,12210,2640.753,3734
2642.043,2180,2641.696,1551,2641.696,12232,2642.267,3670
2643.557,2294,2643.211,1476,2643.211,12303,2643.782,3615
2645.071,2454,2644.724,1390,2644.724,12184,2645.296,3880
2646.584,2413,2646.238,1520,2646.238,12352,2646.809,3734
2648.097,2514,2647.751,1539,2647.751,12310,2648.322,3828
2649.609,2227,2649.263,1689,2649.263,12087,2649.835,3810
2651.12,2404,2650.775,1818,2650.775,11929,2651.347,3818
2652.632,2472,2652.286,1893,2652.286,12158,2652.859,3850
2654.142,2315,2653.797,1920,2653.797,12368,2654.37,3784
2655.652,2386,2655.308,1965,2655.308,12422,2655.88,3638
2657.162,2394,2656.818,2189,2656.818,12356,2657.391,3840
2658.672,2386,2658.328,2045,2658.328,12497,2658.9,3942
2660.18,2580,2659.837,2252,2659.837,11750,2660.41,3671
2661.689,2269,2661.345,2241,2661.345,12310,2661.918,3890
2663.197,2519,2662.854,2365,2662.854,12195,2663.427,3689
2664.704,2427,2664.361,2597,2664.361,12233,2664.935,3682
2666.211,2519,2665.869,2696,2665.869,12035,2666.442,3805
2667.718,2455,2667.375,2674,2667.375,12446,2667.949,3737
2669.224,2496,2668.882,2918,2668.882,12170,2669.456,3776
2670.729,2461,2670.388,2749,2670.388,12527,2670.962,3817
2672.234,2597,2671.893,2982,2671.893,12494,2672.467,3546
2673.739,2627,2673.398,3231,2673.398,11614,2673.972,3801
2675.243,2403,2674.902,3310,2674.902,12259,2675.477,3932
2676.747,2461,2676.406,3240,2676.406,12262,2676.981,3894
2678.25,2504,2677.91,3710,2677.91,12128,2678.485,3731
2679.753,2602,2679.413,3568,2679.413,12226,2679.988,3773
2681.255,2648,2680.915,3403,2680.915,12273,2681.491,3635
2682.757,2431,2682.417,3662,2682.417,12675,2682.993,4055
2684.259,2533,2683.919,4163,2683.919,12449,2684.495,3698
2685.759,2464,2685.42,3870,2685.42,12217,2685.996,3803
2687.26,2393,2686.921,4370,2686.921,12256,2687.497,3722
2688.76,2408,2688.421,4351,2688.421,12214,2688.998,3770
2690.259,2580,2689.921,4486,2689.921,12268,2690.498,3897
2691.759,2448,2691.42,4430,2691.42,12523,2691.997,3716
2693.257,2200,2692.919,4373,2692.919,12151,2693.497,3493
2694.755,2360,2694.417,4303,2694.417,12008,2694.995,3836
2696.253,2473,2695.915,4509,2695.915,12296,2696.493,3493
2697.75,2261,2697.413,4589,2697.413,11781,2697.991,3560
2699.247,2539,2698.91,4726,2698.91,12214,2699.488,3611
2700.743,2469,2700.406,4703,2700.406,12380,2700.985,3586
2702.239,2367,2701.902,4629,2701.902,12265,2702.481,3691
2703.734,2419,2703.398,4622,2703.398,11807,2703.977,3527
2705.229,2401,2704.893,4623,2704.893,12296,2705.473,3892
2706.723,2429,2706.387,4620,2706.387,12055,2706.967,3491
2708.217,2295,2707.882,4865,2707.882,11854,2708.462,3778
2709.711,2493,2709.375,4876,2709.375,12376,2709.956,3756
2711.204,2197,2710.868,4860,2710.868,12277,2711.449,3774
2712.696,2434,2712.361,4747,2712.361,11681,2712.942,3786
2714.188,2420,2713.854,4604,2713.854,12430,2714.435,3810
2715.68,2410,2715.345,4976,2715.345,12022,2715.927,3662
2717.171,2214,2716.837,4770,2716.837,11650,2717.419,3446
2718.662,2491,2718.328,4608,2718.328,12108,2718.91,3687
2720.152,2373,2719.818,4648,2719.818,12044,2720.401,3791
2721.642,2452,2721.308,4281,2721.308,11758,2721.891,3648
2723.131,2283,2722.797,4238,2722.797,11919,2723.381,3670
2724.62,2178,2724.286,4067,2724.286,11894,2724.87,3839
2726.108,2454,2725.775,3724,2725.775,11652,2726.359,3679
2727.596,2333,2727.263,3954,2727.263,11658,2727.848,3612
2729.084,2195,2728.751,3708,2728.751,11831,2729.336,3653
2730.571,2185,2730.238,3557,2730.238,11569,2730.823,3718
2732.057,2235,2731.725,3337,2731.725,12176,2732.31,3781
2733.543,2256,2733.211,3181,2733.211,12182,2733.797,3821
2735.029,2394,2734.697,3097,2734.697,11973,2735.283,3570
2736.514,2111,2736.182,2813,2736.182,11915,2736.769,3554
2737.999,2266,2737.667,2564,2737.667,12184,2738.254,3581
2739.483,2305,2739.151,2554,2739.151,11856,2739.739,3541
2740.967,2063,2740.635,2439,2740.635,11621,2741.223,3628
2742.45,2252,2742.119,2254,2742.119,12044,2742.707,3841
2743.933,2145,2743.602,2169,2743.602,12257,2744.19,3630
2745.415,2129,2745.084,2070,2745.084,11922,2745.673,3403
2746.897,2076,2746.566,1979,2746.566,12142,2747.156,3567
2748.378,2132,2748.048,1766,2748.048,11774,2748.638,3430
2749.859,2293,2749.529,1728,2749.529,11712,2750.119,3754
2751.34,2144,2751.009,1530,2751.009,11674,2751.6,3733
2752.82,2091,2752.49,1377,2752.49,11882,2753.081,3707
2754.299,2100,2753.969,1449,2753.969,11617,2754.561,3796
2755.778,2304,2755.449,1330,2755.449,11832,2756.041,3647
2757.257,2222,2756.927,1162,2756.927,11691,2757.52,3737
2758.735,2168,2758.406,1165,2758.406,11564,2758.999,3686
2760.213,2150,2759.884,1179,2759.884,11813,2760.477,3607
2761.69,2170,2761.361,1064,2761.361,11864,2761.955,3666
2763.167,2170,2762.838,1016,2762.838,11996,2763.432,3847
2764.643,2263,2764.315,1026,2764.315,11833,2764.909,3650
2766.119,2306,2765.791,952,2765.791,11608,2766.386,4034
2767.595,2119,2767.266,950,2767.266,12225,2767.862,3763
2769.069,2187,2768.741,952,2768.741,11546,2769.337,3748
2770.544,2171,2770.216,862,2770.216,11632,2770.812,3637
2772.018,2120,2771.69,882,2771.69,11871,2772.287,3616
2773.492,2103,2773.164,949,2773.164,11889,2773.761,3476
2774.965,2052,2774.637,877,2774.637,11586,2775.235,3640
2776.437,2031,2776.11,818,2776.11,11736,2776.708,3864
2777.909,2128,2777.582,882,2777.582,12230,2778.181,3951
2779.381,2149,2779.054,852,2779.054,12301,2779.653,3817
2780.852,2044,2780.525,766,2780.525,11849,2781.125,3871
2782.323,2148,2781.996,814,2781.996,11820,2782.597,3637
2783.794,2183,2783.467,730,2783.467,12149,2784.068,3732
2785.263,2162,2784.937,778,2784.937,11784,2785.538,3740
2786.733,1948,2786.406,862,2786.406,11693,2787.008,3716
2788.202,1872,2787.875,762,2787.875,11950,2788.478,3841
2789.67,1928,2789.344,744,2789.344,12037,2789.947,3740
2791.138,1973,2790.812,796,2790.812,11522,2791.416,4124
2792.606,2059,2792.28,650,2792.28,11808,2792.884,3625
2794.073,2048,2793.747,730,2793.747,12124,2794.352,3422
2795.54,1913,2795.214,780,2795.214,11715,2795.819,3761
2797.006,1988,2796.68,675,2796.68,11858,2797.286,3820
2798.472,1978,2798.146,699,2798.146,11851,2798.752,3581
2799.937,2131,2799.611,670,2799.611,11515,2800.218,3432
2801.402,2081,2801.076,766,2801.076,11547,2801.684,3600
2802.866,2150,2802.541,665,2802.541,11528,2803.149,3620
2804.33,1899,2804.005,694,2804.005,11350,2804.613,3596
2805.793,1972,2805.468,677,2805.468,12058,2806.078,3827
2807.256,1955,2806.931,668,2806.931,11898,2807.541,3557
2808.719,2032,2808.394,719,2808.394,11872,2809.004,3626
2810.181,2011,2809.856,683,2809.856,11886,2810.467,3574
2811.642,2046,2811.318,614,2811.318,11927,2811.929,3519
2813.104,2025,2812.779,691,2812.779,11769,2813.391,3627
2814.564,1852,2814.24,676,2814.24,11393,2814.853,3660
2816.024,2083,2815.7,650,2815.7,11506,2816.314,3628
2817.484,2017,2817.16,642,2817.16,11526,2817.774,3974
2818.943,2090,2818.619,571,2818.619,11476,2819.234,3613
2820.402,2071,2820.078,591,2820.078,11630,2820.694,3791
2821.861,2105,2821.537,619,2821.537,11524,2822.153,3592
2823.319,1993,2822.995,618,2822.995,11727,2823.611,3600
2824.776,2022,2824.452,692,2824.452,11105,2825.07,3557
2826.233,2053,2825.909,630,2825.909,11429,2826.527,3646
2827.69,2014,2827.366,593,2827.366,11941,2827.985,3544
2829.146,1960,2828.822,550,2828.822,11584,2829.441,3572
2830.601,2198,2830.278,634,2830.278,11548,2830.898,3638
2832.057,2044,2831.733,567,2831.733,11586,2832.354,3811
2833.511,1889,2833.188,597,2833.188,11480,2833.809,3792
2834.965,2002,2834.642,598,2834.642,11891,2835.264,3754
2836.419,1941,2836.096,588,2836.096,11382,2836.719,3550
2837.873,2028,2837.549,600,2837.549,11308,2838.173,3690
2839.325,2144,2839.002,580,2839.002,11586,2839.626,3506
2840.778,2021,2840.455,585,2840.455,11337,2841.079,3838
2842.23,2222,2841.907,557,2841.907,11500,2842.532,3839
2843.681,2120,2843.359,612,2843.359,11216,2843.984,3790
2845.132,2090,2844.81,522,2844.81,11271,2845.436,3596
2846.583,1980,2846.26,571,2846.26,11532,2846.888,3543
2848.033,2188,2847.71,602,2847.71,11947,2848.339,3633
2849.483,2004,2849.16,678,2849.16,11701,2849.789,3798
2850.932,2038,2850.609,558,2850.609,11304,2851.239,3534
2852.381,2273,2852.058,544,2852.058,11690,2852.688,3728
2853.829,2112,2853.507,649,2853.507,11683,2854.138,3625
2855.277,2033,2854.955,605,2854.955,11687,2855.586,3565
2856.724,2122,2856.402,618,2856.402,11430,2857.034,3696
2858.171,2170,2857.849,590,2857.849,11628,2858.482,3481
2859.618,2084,2859.295,609,2859.295,11799,2859.929,3786
2861.064,2026,2860.742,613,2860.742,11916,2861.376,3577
2862.509,2290,2862.187,582,2862.187,11756,2862.822,3611
2863.954,2083,2863.632,562,2863.632,11471,2864.268,3612
2865.399,2235,2865.077,582,2865.077,11573,2865.714,3771
2866.843,2091,2866.521,603,2866.521,11454,2867.159,3426
2868.287,2200,2867.965,624,2867.965,11813,2868.603,3449
2869.73,2111,2869.408,547,2869.408,11930,2870.047,3584
2871.173,2264,2870.851,588,2870.851,11864,2871.491,3643
2872.616,2222,2872.294,600,2872.294,11898,2872.934,3535
2874.057,2046,2873.735,525,2873.735,12112,2874.377,3635
2875.499,2262,2875.177,579,2875.177,11515,2875.819,3415
2876.94,2292,2876.618,502,2876.618,12353,2877.261,3764
2878.38,2375,2878.059,645,2878.059,12030,2878.702,3761
2879.821,2270,2879.499,552,2879.499,11778,2880.143,3656
2881.26,2348,2880.938,622,2880.938,11951,2881.584,3606
2882.699,2204,2882.378,538,2882.378,12152,2883.024,3651
2884.138,2474,2883.816,578,2883.816,11701,2884.463,3677
2885.576,2233,2885.255,545,2885.255,12024,2885.902,3844
2887.014,2373,2886.692,610,2886.692,11734,2887.341,3634
2888.452,2444,2888.13,562,2888.13,11950,2888.779,3789
2889.888,2286,2889.567,546,2889.567,11936,2890.217,4020
2891.325,2414,2891.003,554,2891.003,11962,2891.654,3548
2892.761,2438,2892.439,559,2892.439,12319,2893.091,3646
2894.196,2465,2893.875,590,2893.875,12056,2894.528,3614
2895.631,2218,2895.31,525,2895.31,12370,2895.964,3495
2897.066,2380,2896.744,549,2896.744,12186,2897.399,3822
2898.5,2384,2898.179,514,2898.179,12182,2898.834,3413
2899.934,2470,2899.612,629,2899.612,11955,2900.269,3893
2901.367,2393,2901.045,558,2901.045,12360,2901.703,3700
2902.8,2388,2902.478,591,2902.478,11766,2903.136,3734
2904.232,2475,2903.911,560,2903.911,12011,2904.57,3500
2905.664,2458,2905.343,571,2905.343,11942,2906.002,3668
2907.096,2428,2906.774,598,2906.774,11774,2907.435,3670
2908.527,2350,2908.205,614,2908.205,12211,2908.867,3736
2909.957,2420,2909.635,597,2909.635,12124,2910.298,3585
2911.387,2412,2911.066,492,2911.066,12176,2911.729,3821
2912.817,2355,2912.495,509,2912.495,11972,2913.16,3607
2914.246,2587,2913.924,590,2913.924,11938,2914.59,3454
2915.675,2436,2915.353,506,2915.353,12069,2916.019,3761
2917.103,2368,2916.781,558,2916.781,11833,2917.448,3554
2918.531,2451,2918.209,625,2918.209,11806,2918.877,3557
2919.958,2371,2919.636,548,2919.636,11842,2920.305,3650
2921.385,2398,2921.063,600,2921.063,11845,2921.733,3535
2922.812,2529,2922.49,641,2922.49,12228,2923.16,3411
2924.238,2510,2923.916,645,2923.916,11724,2924.587,3493
2925.663,2366,2925.341,573,2925.341,11935,2926.014,3560
2927.088,2229,2926.766,612,2926.766,12127,2927.44,3502
2928.513,2412,2928.191,567,2928.191,11822,2928.865,3532
2929.937,2348,2929.615,564,2929.615,11914,2930.291,3507
2931.361,2283,2931.039,619,2931.039,11782,2931.715,3649
2932.784,2319,2932.462,598,2932.462,11700,2933.139,3634
2934.207,2361,2933.885,624,2933.885,11481,2934.563,3720
2935.629,2398,2935.307,589,2935.307,11620,2935.986,3491
2937.051,2500,2936.729,672,2936.729,11681,2937.409,3414
2938.473,2334,2938.15,658,2938.15,11859,2938.832,3539
2939.894,2381,2939.571,569,2939.571,11410,2940.254,3408
2941.314,2541,2940.992,542,2940.992,11306,2941.675,3401
2942.735,2459,2942.412,564,2942.412,11359,2943.096,3452
2944.154,2513,2943.831,585,2943.831,11594,2944.517,3524
2945.573,2240,2945.251,505,2945.251,11420,2945.937,3344
2946.992,2257,2946.669,551,2946.669,11742,2947.357,3390
2948.411,2375,2948.088,520,2948.088,11899,2948.776,3502
2949.828,2392,2949.505,548,2949.505,11573,2950.195,3565
2951.246,2198,2950.923,549,2950.923,11487,2951.613,3360
2952.663,2221,2952.34,585,2952.34,11450,2953.031,3463
2954.079,2313,2953.756,536,2953.756,11834,2954.449,3524
2955.495,2273,2955.172,525,2955.172,11506,2955.866,3659
2956.911,2190,2956.587,524,2956.587,11282,2957.282,3331
2958.326,2139,2958.003,470,2958.003,11384,2958.698,3338
2959.741,2128,2959.417,529,2959.417,11182,2960.114,3351
2961.155,2083,2960.831,522,2960.831,11025,2961.529,3516
2962.569,2150,2962.245,533,2962.245,11028,2962.944,3548
2963.982,2029,2963.658,577,2963.658,10922,2964.358,3424
2965.395,2186,2965.071,568,2965.071,11554,2965.772,3478
2966.807,1935,2966.483,571,2966.483,10534,2967.186,3381
2968.219,2118,2967.895,522,2967.895,10875,2968.599,3273
2969.631,2034,2969.307,531,2969.307,10982,2970.011,3294
2971.042,1981,2970.718,482,2970.718,11008,2971.423,3170
2972.453,2026,2972.128,494,2972.128,10954,2972.835,3576
2973.863,2125,2973.538,576,2973.538,10700,2974.246,3371
2975.273,1994,2974.948,538,2974.948,10814,2975.657,3177
2976.682,1993,2976.357,537,2976.357,10684,2977.067,3321
2978.091,1948,2977.766,498,2977.766,10683,2978.477,3344
2979.499,1970,2979.174,568,2979.174,10428,2979.886,3209
2980.907,2064,2980.582,532,2980.582,10440,2981.295,3352
2982.315,1946,2981.989,506,2981.989,10760,2982.704,3392
2983.722,1923,2983.396,510,2983.396,10156,2984.112,3138
2985.128,1783,2984.803,542,2984.803,10647,2985.519,3515
2986.534,1896,2986.209,531,2986.209,10723,2986.927,3406
2987.94,1893,2987.614,518,2987.614,10501,2988.333,3210
2989.345,1809,2989.019,467,2989.019,10432,2989.739,3114
2990.75,1915,2990.424,464,2990.424,10758,2991.145,3266
2992.154,1702,2991.828,536,2991.828,10556,2992.551,3201
2993.558,1862,2993.232,498,2993.232,10428,2993.956,3157
2994.962,1747,2994.635,484,2994.635,10652,2995.36,3302
2996.365,1669,2996.038,427,2996.038,10233,2996.764,3182
2997.767,1851,2997.441,489,2997.441,10493,2998.168,3334
2999.169,1686,2998.843,510,2998.843,10695,2999.571,3122
3000.571,1664,3000.244,530,3000.244,10233,3000.974,2998
3001.972,1681,3001.645,498,3001.645,10284,3002.376,3206
3003.373,1708,3003.046,486,3003.046,10092,3003.778,3040
3004.773,1659,3004.446,436,3004.446,10247,3005.179,3060
3006.173,1645,3005.846,525,3005.846,10284,3006.58,3157
3007.572,1660,3007.245,504,3007.245,10166,3007.98,3149
3008.971,1591,3008.644,435,3008.644,10287,3009.38,3144
3010.37,1670,3010.042,506,3010.042,10236,3010.78,3159
3011.768,1705,3011.44,481,3011.44,9800,3012.179,3151
3013.165,1659,3012.837,529,3012.837,10216,3013.578,3235
3014.563,1522,3014.234,499,3014.234,9986,3014.976,3193
3015.959,1718,3015.631,495,3015.631,10219,3016.374,3280
3017.356,1551,3017.027,498,3017.027,9950,3017.771,3110
3018.751,1530,3018.423,482,3018.423,9920,3019.168,3167
3020.147,1570,3019.818,499,3019.818,10294,3020.564,3176
3021.542,1626,3021.213,477,3021.213,9996,3021.96,3133
3022.936,1503,3022.607,509,3022.607,9433,3023.356,3236
3024.33,1428,3024.001,507,3024.001,9942,3024.751,3282
3025.724,1626,3025.394,464,3025.394,9771,3026.146,3112
3027.117,1439,3026.787,434,3026.787,10263,3027.54,3178
3028.509,1562,3028.18,442,3028.18,9668,3028.934,3339
3029.902,1455,3029.572,504,3029.572,10025,3030.327,3082
3031.293,1410,3030.963,495,3030.963,9684,3031.72,3263
3032.685,1594,3032.354,536,3032.354,9950,3033.112,2951
3034.076,1412,3033.745,489,3033.745,9909,3034.504,3007
3035.466,1609,3035.135,485,3035.135,9473,3035.896,3214
3036.856,1551,3036.525,454,3036.525,9735,3037.287,3005
3038.246,1530,3037.915,518,3037.915,9674,3038.678,2935
3039.635,1510,3039.303,471,3039.303,9563,3040.068,3238
3041.023,1522,3040.692,506,3040.692,9839,3041.458,2979
3042.412,1366,3042.08,512,3042.08,9512,3042.847,2916
3043.799,1540,3043.467,508,3043.467,9527,3044.236,3060
3045.187,1430,3044.855,488,3044.855,9670,3045.624,3093
3046.573,1403,3046.241,441,3046.241,9424,3047.012,3030
3047.96,1472,3047.627,460,3047.627,9308,3048.4,2998
3049.346,1325,3049.013,501,3049.013,9177,3049.787,2913
3050.731,1488,3050.398,465,3050.398,9158,3051.174,2996
3052.116,1458,3051.783,443,3051.783,9145,3052.56,3043
3053.501,1404,3053.168,476,3053.168,9337,3053.946,3008
3054.885,1488,3054.552,456,3054.552,9286,3055.331,3129
3056.269,1418,3055.935,494,3055.935,8886,3056.716,2898
3057.652,1411,3057.318,485,3057.318,9334,3058.101,3020
3059.035,1427,3058.701,484,3058.701,9091,3059.485,2859
3060.417,1393,3060.083,438,3060.083,9141,3060.868,2930
3061.799,1360,3061.465,472,3061.465,9016,3062.251,2876
3063.181,1329,3062.846,447,3062.846,8942,3063.634,2996
3064.562,1275,3064.227,504,3064.227,8890,3065.016,2905
3065.943,1324,3065.607,508,3065.607,9042,3066.398,2928
3067.323,1286,3066.987,496,3066.987,8586,3067.779,2733
3068.702,1270,3068.367,450,3068.367,8910,3069.16,2727
3070.082,1362,3069.746,486,3069.746,8522,3070.541,2814
3071.461,1328,3071.124,459,3071.124,8635,3071.921,2788
3072.839,1202,3072.503,442,3072.503,8731,3073.3,2714
3074.217,1236,3073.88,456,3073.88,8790,3074.679,2810
3075.594,1226,3075.258,470,3075.258,8643,3076.058,2725
3076.971,1154,3076.634,433,3076.634,8886,3077.436,2775
3078.348,1349,3078.011,430,3078.011,8824,3078.814,2682
3079.724,1206,3079.387,468,3079.387,8608,3080.192,2686
3081.1,1235,3080.762,416,3080.762,8608,3081.569,2766
3082.475,1199,3082.137,404,3082.137,8538,3082.945,2624
3083.85,1245,3083.512,427,3083.512,8802,3084.321,2779
3085.224,1215,3084.886,440,3084.886,8353,3085.697,2605
3086.598,1198,3086.26,463,3086.26,8425,3087.072,2636
3087.972,1190,3087.633,427,3087.633,8503,3088.447,2728
3089.345,1205,3089.006,427,3089.006,8134,3089.821,2611
3090.717,1260,3090.378,443,3090.378,8271,3091.195,2759
3092.09,1223,3091.75,468,3091.75,8259,3092.568,2753
3093.461,1242,3093.121,480,3093.121,8231,3093.941,2497
3094.833,1209,3094.492,406,3094.492,8320,3095.314,2909
3096.203,1138,3095.863,448,3095.863,8143,3096.686,2643
3097.574,1231,3097.233,458,3097.233,7980,3098.057,2664
3098.944,1226,3098.603,450,3098.603,8034,3099.428,2619
3100.313,1283,3099.972,423,3099.972,7968,3100.799,2605
3101.682,1123,3101.341,475,3101.341,8030,3102.17,2648
3103.051,1170,3102.709,421,3102.709,7770,3103.539,2592
3104.419,1209,3104.077,453,3104.077,7699,3104.909,2532
3105.787,1136,3105.444,490,3105.444,8034,3106.278,2431
3107.154,1104,3106.811,475,3106.811,8110,3107.646,2619
3108.521,1182,3108.178,460,3108.178,7566,3109.014,2531
3109.887,1162,3109.544,441,3109.544,7734,3110.382,2458
3111.253,1235,3110.91,430,3110.91,7545,3111.749,2542
3112.619,1129,3112.275,447,3112.275,7836,3113.116,2366
3113.984,1157,3113.64,453,3113.64,7652,3114.482,2588
3115.348,1144,3115.004,437,3115.004,7654,3115.848,2445
3116.712,1109,3116.368,433,3116.368,7545,3117.214,2334
3118.076,1135,3117.731,458,3117.731,7556,3118.579,2597
3119.439,1172,3119.094,423,3119.094,7633,3119.943,2670
3120.802,1185,3120.457,399,3120.457,7726,3121.308,2600
3122.165,1159,3121.819,402,3121.819,7470,3122.671,2372
3123.527,1131,3123.18,448,3123.18,7496,3124.035,2430
3124.888,1064,3124.542,456,3124.542,7886,3125.397,2451
3126.249,1118,3125.902,440,3125.902,7193,3126.76,2408
3127.61,1086,3127.263,424,3127.263,7368,3128.122,2320
3128.97,1123,3128.623,420,3128.623,7488,3129.483,2324
3130.33,1057,3129.982,415,3129.982,7368,3130.844,2593
3131.689,1119,3131.341,442,3131.341,7351,3132.205,2366
3133.048,980,3132.7,430,3132.7,7240,3133.565,2254
3134.406,1044,3134.058,446,3134.058,7156,3134.925,2490
3135.764,1134,3135.415,399,3135.415,7200,3136.284,2370
3137.122,1024,3136.773,435,3136.773,7496,3137.643,2418
3138.479,1096,3138.129,411,3138.129,7260,3139.002,2202
3139.836,1044,3139.486,426,3139.486,7358,3140.36,2430
3141.192,1107,3140.842,459,3140.842,7092,3141.717,2425
3142.548,1161,3142.197,455,3142.197,7253,3143.074,2320
3143.903,1078,3143.552,418,3143.552,7116,3144.431,2363
3145.258,1078,3144.907,459,3144.907,7236,3145.787,2311
3146.612,1055,3146.261,398,3146.261,7253,3147.143,2370
3147.966,1006,3147.614,401,3147.614,7179,3148.498,2335
3149.32,1127,3148.968,442,3148.968,6886,3149.853,2242
3150.673,1034,3150.32,430,3150.32,7001,3151.208,2352
3152.026,1154,3151.673,400,3151.673,6794,3152.562,2245
3153.378,998,3153.025,456,3153.025,6735,3153.915,2363
3154.73,1139,3154.376,393,3154.376,7050,3155.269,2244
3156.081,1050,3155.727,458,3155.727,7110,3156.621,2192
3157.432,1058,3157.078,391,3157.078,6918,3157.974,2407
3158.782,1174,3158.428,427,3158.428,6696,3159.325,2293
3160.132,930,3159.777,397,3159.777,6764,3160.677,2207
3161.482,1009,3161.127,467,3161.127,6876,3162.028,2410
3162.831,1022,3162.475,422,3162.475,6836,3163.378,2113
3164.18,1033,3163.824,454,3163.824,6722,3164.728,2224
3165.528,1026,3165.172,445,3165.172,6815,3166.078,2332
3166.876,935,3166.519,407,3166.519,6606,3167.427,2200
3168.223,1021,3167.866,380,3167.866,6719,3168.776,2320
3169.57,1061,3169.213,441,3169.213,6543,3170.125,2223
3170.917,1011,3170.559,422,3170.559,6723,3171.472,2040
3172.263,1112,3171.905,404,3171.905,6591,3172.82,2108
3173.609,980,3173.25,400,3173.25,6414,3174.167,2009
3174.954,1014,3174.595,460,3174.595,6409,3175.514,2014
3176.298,978,3175.939,435,3175.939,6355,3176.86,2134
3177.643,957,3177.283,399,3177.283,6421,3178.206,2069
3178.987,1003,3178.626,422,3178.626,6514,3179.551,2107
3180.33,1134,3179.97,369,3179.97,6480,3180.896,2010
3181.673,1051,3181.312,460,3181.312,6430,3182.24,2129
3183.016,970,3182.654,422,3182.654,6198,3183.584,2192
3184.358,924,3183.996,389,3183.996,6331,3184.928,1959
3185.699,908,3185.337,386,3185.337,6239,3186.271,2032
3187.041,905,3186.678,419,3186.678,6210,3187.613,2091
3188.381,1068,3188.019,434,3188.019,6182,3188.956,1881
3189.722,922,3189.358,410,3189.358,6176,3190.298,2189
3191.062,819,3190.698,360,3190.698,6160,3191.639,2006
3192.401,961,3192.037,389,3192.037,6094,3192.98,2092
3193.74,926,3193.376,412,3193.376,6090,3194.32,2179
3195.079,889,3194.714,389,3194.714,6119,3195.66,1905
3196.417,867,3196.052,414,3196.052,6058,3197,2100
3197.755,842,3197.389,414,3197.389,6070,3198.339,1980
3199.092,902,3198.726,404,3198.726,5947,3199.678,1991
3200.429,894,3200.062,441,3200.062,5981,3201.016,1932
3201.765,839,3201.398,387,3201.398,5844,3202.354,2003
3203.101,1029,3202.734,396,3202.734,5694,3203.692,1926
3204.437,865,3204.069,387,3204.069,6030,3205.029,1968
3205.772,917,3205.404,405,3205.404,5843,3206.365,1796
3207.107,893,3206.738,403,3206.738,5781,3207.701,1785
3208.441,888,3208.072,413,3208.072,5602,3209.037,1683
3209.775,913,3209.405,408,3209.405,5528,3210.372,1968
3211.108,866,3210.738,354,3210.738,5587,3211.707,1782
3212.441,860,3212.07,490,3212.07,5654,3213.042,1809
3213.773,908,3213.402,366,3213.402,5398,3214.376,1748
3215.105,798,3214.734,400,3214.734,5510,3215.709,1963
3216.437,871,3216.065,368,3216.065,5680,3217.042,1949
3217.768,802,3217.396,457,3217.396,5669,3218.375,1842
3219.099,875,3218.726,421,3218.726,5357,3219.707,1704
3220.429,947,3220.056,402,3220.056,5432,3221.039,1767
